Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
"the only ligature within the primary range of arabic script in unicode  is lm  alif this is the only one compulsory for fonts and word processing other ranges are for compatibility to older standards and contain other ligatures which are optional
",ligature primary range arabic script unicode lm alif compulsory fonts word processing ranges compatibility older standards contain ligatures optional,8.91,"ligature,primary,range,arabic,script,unicode,lm,alif,compulsory,fonts,word,processing,ranges,compatibility,older,standards,contain,ligatures,optional",0.00,arabic
"note unicode also has in its presentation form b fexx range a code for this ligature if your browser and font are configured correctly for arabic the ligature displayed above should be identical to this one youfefb arabic ligature lam with alef isolated form
",note unicode presentation form b fexx range code ligature browser font configured correctly arabic ligature displayed identical youfefb arabic ligature lam alef isolated form,7.72,"note,unicode,presentation,form,b,fexx,range,code,ligature,browser,font,configured,correctly,arabic,ligature,displayed,identical,youfefb,arabic,ligature,lam,alef,isolated,form",0.00,arabic
"note unicode also has in its presentation form b youfexx range a code for this ligature if your browser and font are configured correctly for arabic the ligature displayed above should be identical to this one
",note unicode presentation form b youfexx range code ligature browser font configured correctly arabic ligature displayed identical,9.05,"note,unicode,presentation,form,b,youfexx,range,code,ligature,browser,font,configured,correctly,arabic,ligature,displayed,identical",0.00,arabic
"another ligature in the unicode presentation form a range youfb to youfdxx is the special code for glyph for the ligature allh  youfdf arabic ligature allah isolated form
",ligature unicode presentation form range youfb youfdxx special code glyph ligature allh youfdf arabic ligature allah isolated form,5.85,"ligature,unicode,presentation,form,range,youfb,youfdxx,special,code,glyph,ligature,allh,youfdf,arabic,ligature,allah,isolated,form",0.00,arabic
"this is a work around for the shortcomings of most text processors which are incapable of displaying the correct vowel marks for the word allh in koran because arabic script is used to write other texts rather than koran only rendering lm  lm  h as the previous ligature is considered faulty
",work shortcomings text processors incapable displaying correct vowel marks word allh koran arabic script write texts koran rendering lm lm h previous ligature considered faulty,8.90,"work,shortcomings,text,processors,incapable,displaying,correct,vowel,marks,word,allh,koran,arabic,script,write,texts,koran,rendering,lm,lm,h,previous,ligature,considered,faulty",0.00,arabic
this simplified style is often preferred for clarity especially in non arabic languages but may not be considered appropriate in situations where a more elaborate style of calligraphy is preferred sil international,simplified style preferred clarity especially non arabic languages considered appropriate situations elaborate style calligraphy preferred sil international,7.01,"simplified,style,preferred,clarity,especially,non,arabic,languages,considered,appropriate,situations,elaborate,style,calligraphy,preferred,sil,international",0.00,arabic
"gemination is the doubling of a consonant instead of writing the letter twice arabic places a w shaped sign called shaddah above it note that if a vowel occurs between the two consonants the letter will simply be written twice the diacritic only appears where the consonant at the end of one syllable is identical to the initial consonant of the following syllable 
",gemination doubling consonant instead writing letter twice arabic places w shaped sign called shaddah note vowel occurs consonants letter simply written twice diacritic appears consonant end syllable identical initial consonant following syllable,8.47,"gemination,doubling,consonant,instead,writing,letter,twice,arabic,places,w,shaped,sign,called,shaddah,note,vowel,occurs,consonants,letter,simply,written,twice,diacritic,appears,consonant,end,syllable,identical,initial,consonant,following,syllable",0.00,arabic
"nunation  is the addition of a final  n  to a noun or adjective the vowel before it indicates grammatical case in written arabic nunation is indicated by doubling the vowel diacritic at the end of the word
",nunation addition final n noun adjective vowel indicates grammatical case written arabic nunation indicated doubling vowel diacritic end word,8.74,"nunation,addition,final,n,noun,adjective,vowel,indicates,grammatical,case,written,arabic,nunation,indicated,doubling,vowel,diacritic,end,word",0.00,arabic
"users of arabic usually write long vowels but omit short ones so readers must utilize their knowledge of the language in order to supply the missing vowels however in the education system and particularly in classes on arabic grammar these vowels are used since they are crucial to the grammar an arabic sentence can have a completely different meaning by a subtle change of the vowels this is why in an important text such as the qurn the three basic vowel signs  are mandated like the arakt and all the other diacritics or other types of marks for example the cantillation signs
",users arabic usually write long vowels omit short ones readers utilize knowledge language order supply missing vowels education system particularly classes arabic grammar vowels crucial grammar arabic sentence completely different meaning subtle change vowels important text qurn basic vowel signs mandated like arakt diacritics types marks example cantillation signs,9.12,"users,arabic,usually,write,long,vowels,omit,short,ones,readers,utilize,knowledge,language,order,supply,missing,vowels,education,system,particularly,classes,arabic,grammar,vowels,crucial,grammar,arabic,sentence,completely,different,meaning,subtle,change,vowels,important,text,qurn,basic,vowel,signs,mandated,like,arakt,diacritics,types,marks,example,cantillation,signs",0.00,arabic
"in the arabic handwriting of everyday use in general publications and on street signs short vowels are typically not written on the other hand copies of the qurn cannot be endorsed by the religious institutes that review them unless the diacritics are included childrens books elementary school texts and arabic language grammars in general will include diacritics to some degree these are known as vocalized texts
",arabic handwriting everyday use general publications street signs short vowels typically written hand copies qurn endorsed religious institutes review diacritics included childrens books elementary school texts arabic language grammars general include diacritics degree known vocalized texts,7.23,"arabic,handwriting,everyday,use,general,publications,street,signs,short,vowels,typically,written,hand,copies,qurn,endorsed,religious,institutes,review,diacritics,included,childrens,books,elementary,school,texts,arabic,language,grammars,general,include,diacritics,degree,known,vocalized,texts",0.00,arabic
"short vowels may be written with diacritics placed above or below the consonant that precedes them in the syllable called arakt all arabic vowels long and short follow a consonant in arabic words like ali or alif for example start with a consonant aliyy alif
",short vowels written diacritics placed consonant precedes syllable called arakt arabic vowels long short follow consonant arabic words like ali alif example start consonant aliyy alif,7.34,"short,vowels,written,diacritics,placed,consonant,precedes,syllable,called,arakt,arabic,vowels,long,short,follow,consonant,arabic,words,like,ali,alif,example,start,consonant,aliyy,alif",0.00,arabic
"in the fully vocalized arabic text found in texts such as quran a long  following a consonant other than a hamzah is written with a short a sign  on the consonant plus an alif after it long  is written as a sign for short i  plus a y and long  as a sign for short you  plus a ww briefly a   y   and w   long  following a hamzah may be represented by an alif maddah or by a free hamzah followed by an alif 
",fully vocalized arabic text found texts quran long following consonant hamzah written short sign consonant plus alif long written sign short plus long sign short plus ww briefly w long following hamzah represented alif maddah free hamzah followed alif,11.08,"fully,vocalized,arabic,text,found,texts,quran,long,following,consonant,hamzah,written,short,sign,consonant,plus,alif,long,written,sign,short,plus,long,sign,short,plus,ww,briefly,w,long,following,hamzah,represented,alif,maddah,free,hamzah,followed,alif",0.00,arabic
"in addition when transliterating names and loanwords arabic language speakers write out most or all the vowels as long  meaning it approaches a true alphabet
",addition transliterating names loanwords arabic language speakers write vowels long meaning approaches true alphabet,6.96,"addition,transliterating,names,loanwords,arabic,language,speakers,write,vowels,long,meaning,approaches,true,alphabet",0.00,arabic
"an arabic syllable can be open  or closed 
",arabic syllable open closed,9.30,"arabic,syllable,open,closed",0.00,arabic
"another example the sentence that in correct literary arabic must be pronounced amadu zawjun shirrare ahmad is a wicked husband is usually mispronounced  as amad zawj shirrr yet for the purposes of arabic grammar and orthography is treated as if it were not mispronounced and as if yet another word followed it that is if adding any vowel marks they must be added as if the pronunciation were amadu zawjun sharrrun with a tanwn un at the end so it is correct to add an un tanwn sign on the final r but actually pronouncing it would be a hypercorrection also it is never correct to write a sukn on that r even though in actual pronunciation it is  sukned
",example sentence correct literary arabic pronounced amadu zawjun shirrare ahmad wicked husband usually mispronounced amad zawj shirrr purposes arabic grammar orthography treated mispronounced word followed adding vowel marks added pronunciation amadu zawjun sharrrun tanwn un end correct add un tanwn sign final r actually pronouncing hypercorrection correct write sukn r actual pronunciation sukned,10.24,"example,sentence,correct,literary,arabic,pronounced,amadu,zawjun,shirrare,ahmad,wicked,husband,usually,mispronounced,amad,zawj,shirrr,purposes,arabic,grammar,orthography,treated,mispronounced,word,followed,adding,vowel,marks,added,pronunciation,amadu,zawjun,sharrrun,tanwn,un,end,correct,add,un,tanwn,sign,final,r,actually,pronouncing,hypercorrection,correct,write,sukn,r,actual,pronunciation,sukned",0.00,arabic
"
the sukn is also used for transliterating words into the arabic script the persian word   for example might be written with a sukn above the  to signify that there is no vowel sound between that letter and the 
",sukn transliterating words arabic script persian word example written sukn signify vowel sound letter,11.32,"sukn,transliterating,words,arabic,script,persian,word,example,written,sukn,signify,vowel,sound,letter",0.00,arabic
"some modified letters are used to represent non native sounds of modern standard arabic these letters are used in transliterated names loanwords and dialectal words
",modified letters represent non native sounds modern standard arabic letters transliterated names loanwords dialectal words,6.06,"modified,letters,represent,non,native,sounds,modern,standard,arabic,letters,transliterated,names,loanwords,dialectal,words",0.00,arabic
"there are two main kinds of numerals used along with arabic text western arabic numerals and eastern arabic numerals in most of present day north africa the usual western arabic numerals are used like western arabic numerals in eastern arabic numerals the units are always right most and the highest value left most eastern arabic numbers are written from left to right
",main kinds numerals arabic text western arabic numerals eastern arabic numerals present day north africa usual western arabic numerals like western arabic numerals eastern arabic numerals units right highest value left eastern arabic numbers written left right,6.76,"main,kinds,numerals,arabic,text,western,arabic,numerals,eastern,arabic,numerals,present,day,north,africa,usual,western,arabic,numerals,like,western,arabic,numerals,eastern,arabic,numerals,units,right,highest,value,left,eastern,arabic,numbers,written,left,right",0.00,arabic
"in addition the arabic alphabet can be used to represent numbers  this usage is based on the abjad order of the alphabet  alif is   b is   jm is  and so on until  y    kf    lm     r     ghayn   this is sometimes used to produce chronograms
",addition arabic alphabet represent numbers usage based abjad order alphabet alif b jm kf lm r ghayn produce chronograms,10.37,"addition,arabic,alphabet,represent,numbers,usage,based,abjad,order,alphabet,alif,b,jm,kf,lm,r,ghayn,produce,chronograms",0.00,arabic
"the arabic alphabet can be traced back to the nabataean alphabet used to write nabataean the first known text in the arabic alphabet is a late th century inscription from jabal ramm  in jordan but the first dated one is a trilingual inscription at zebed in syria from citation needed however the epigraphic record is extremely sparse with only five certainly pre islamic arabic inscriptions surviving though some others may be pre islamic later dots were added above and below the letters to differentiate them  the first surviving document that definitely uses these dots is also the first surviving arabic papyrus  dated april  although they did not become obligatory until much later important texts were and still are frequently memorized especially in quran memorization
",arabic alphabet traced nabataean alphabet write nabataean known text arabic alphabet late th century inscription jabal ramm jordan dated trilingual inscription zebed syria citation needed epigraphic record extremely sparse certainly pre islamic arabic inscriptions surviving pre islamic later dots added letters differentiate surviving document definitely uses dots surviving arabic papyrus dated april obligatory later important texts frequently memorized especially quran memorization,8.12,"arabic,alphabet,traced,nabataean,alphabet,write,nabataean,known,text,arabic,alphabet,late,th,century,inscription,jabal,ramm,jordan,dated,trilingual,inscription,zebed,syria,citation,needed,epigraphic,record,extremely,sparse,certainly,pre,islamic,arabic,inscriptions,surviving,pre,islamic,later,dots,added,letters,differentiate,surviving,document,definitely,uses,dots,surviving,arabic,papyrus,dated,april,obligatory,later,important,texts,frequently,memorized,especially,quran,memorization",0.00,arabic
"medieval arabic blockprinting flourished from the th century until the th it was devoted only to very small texts usually for use in amulets
",medieval arabic blockprinting flourished th century th devoted small texts usually use amulets,7.80,"medieval,arabic,blockprinting,flourished,th,century,th,devoted,small,texts,usually,use,amulets",0.00,arabic
"in  following gutenbergs invention of the printing press in  gregorio de gregorii a venetian published an entire prayer book in arabic script it was entitled kitab salat al sawai and was intended for eastern christian communities
",following gutenbergs invention printing press gregorio de gregorii venetian published entire prayer book arabic script entitled kitab salat al sawai intended eastern christian communities,5.22,"following,gutenbergs,invention,printing,press,gregorio,de,gregorii,venetian,published,entire,prayer,book,arabic,script,entitled,kitab,salat,al,sawai,intended,eastern,christian,communities",0.00,arabic
"between  and  type designer robert granjon designed arabic typefaces for cardinal ferdinando de medici and the medici press published many christian prayer and scholarly arabic texts in the late th century
",type designer robert granjon designed arabic typefaces cardinal ferdinando de medici medici press published christian prayer scholarly arabic texts late th century,4.37,"type,designer,robert,granjon,designed,arabic,typefaces,cardinal,ferdinando,de,medici,medici,press,published,christian,prayer,scholarly,arabic,texts,late,th,century",0.00,arabic
"maronite monks at the maar quzhayy monastery in mount lebanon published the first arabic books to use movable type in the middle east the monks transliterated the arabic language using syriac script
",maronite monks maar quzhayy monastery mount lebanon published arabic books use movable type middle east monks transliterated arabic language syriac script,5.53,"maronite,monks,maar,quzhayy,monastery,mount,lebanon,published,arabic,books,use,movable,type,middle,east,monks,transliterated,arabic,language,syriac,script",0.00,arabic
"although napoleon bonaparte generally receives credit for introducing the printing press to egypt during his invasion of that country in  and though he did indeed bring printing presses and arabic script presses to print the french occupations official newspaper al tanbiyyah  printing in the arabic language started several centuries earlier
",napoleon bonaparte generally receives credit introducing printing press egypt invasion country bring printing presses arabic script presses print french occupations official newspaper al tanbiyyah printing arabic language started centuries earlier,5.83,"napoleon,bonaparte,generally,receives,credit,introducing,printing,press,egypt,invasion,country,bring,printing,presses,arabic,script,presses,print,french,occupations,official,newspaper,al,tanbiyyah,printing,arabic,language,started,centuries,earlier",0.00,arabic
"a goldsmith  designed and implemented an arabic script movable type printing press in the middle east the greek orthodox monk abd allah zakhir set up an arabic printing press using movable type at the monastery of saint john at the town of dhour el shuwayr in mount lebanon the first homemade press in lebanon using arabic script he personally cut the type molds and did the founding of the typeface the first book came off his press in  this press continued in use until 
",goldsmith designed implemented arabic script movable type printing press middle east greek orthodox monk abd allah zakhir set arabic printing press movable type monastery saint john town dhour el shuwayr mount lebanon homemade press lebanon arabic script personally cut type molds founding typeface book came press press continued use,7.40,"goldsmith,designed,implemented,arabic,script,movable,type,printing,press,middle,east,greek,orthodox,monk,abd,allah,zakhir,set,arabic,printing,press,movable,type,monastery,saint,john,town,dhour,el,shuwayr,mount,lebanon,homemade,press,lebanon,arabic,script,personally,cut,type,molds,founding,typeface,book,came,press,press,continued,use",0.00,arabic
"the arabic alphabet can be encoded using several character sets including iso   windows  and unicode  latter thanks to the arabic segment entries you to youff however none of the sets indicates the form that each character should take in context it is left to the rendering engine to select the proper glyph to display for each character
",arabic alphabet encoded character sets including iso windows unicode thanks arabic segment entries youff sets indicates form character context left rendering engine select proper glyph display character,8.88,"arabic,alphabet,encoded,character,sets,including,iso,windows,unicode,thanks,arabic,segment,entries,youff,sets,indicates,form,character,context,left,rendering,engine,select,proper,glyph,display,character",0.00,arabic
"as of unicode  the arabic script is contained in the following blocks
",unicode arabic script contained following blocks,8.57,"unicode,arabic,script,contained,following,blocks",0.00,arabic
"the basic arabic range encodes the standard letters and diacritics but does not encode contextual forms  it also includes the most common diacritics and arabic indic digits youd to youed encode quranic annotation signs such as end of ayah  and start of rub el hizb  the arabic supplement range encodes letter variants mostly used for writing african  languages the arabic extended a range encodes additional quranic annotations and letter variants used for various non arabic languages
",basic arabic range encodes standard letters diacritics encode contextual forms includes common diacritics arabic indic digits youd youed encode quranic annotation signs end ayah start rub el hizb arabic supplement range encodes letter variants writing african languages arabic extended range encodes additional quranic annotations letter variants non arabic languages,5.56,"basic,arabic,range,encodes,standard,letters,diacritics,encode,contextual,forms,includes,common,diacritics,arabic,indic,digits,youd,youed,encode,quranic,annotation,signs,end,ayah,start,rub,el,hizb,arabic,supplement,range,encodes,letter,variants,writing,african,languages,arabic,extended,range,encodes,additional,quranic,annotations,letter,variants,non,arabic,languages",0.00,arabic
"the arabic presentation forms a range encodes contextual forms and ligatures of letter variants needed for persian urdu sindhi and central asian languages the arabic presentation forms b range encodes spacing forms of arabic diacritics and more contextual letter forms the arabic mathematical alphabetical symbols block encodes characters used in arabic mathematical expressions
",arabic presentation forms range encodes contextual forms ligatures letter variants needed persian urdu sindhi central asian languages arabic presentation forms b range encodes spacing forms arabic diacritics contextual letter forms arabic mathematical alphabetical symbols block encodes characters arabic mathematical expressions,3.43,"arabic,presentation,forms,range,encodes,contextual,forms,ligatures,letter,variants,needed,persian,urdu,sindhi,central,asian,languages,arabic,presentation,forms,b,range,encodes,spacing,forms,arabic,diacritics,contextual,letter,forms,arabic,mathematical,alphabetical,symbols,block,encodes,characters,arabic,mathematical,expressions",0.00,arabic
"all arabic keyboards allow typing roman characters for example for the url in a web browser thus each arabic keyboard has both arabic and roman characters marked on the keys usually the roman characters of an arabic keyboard conform to the qwerty layout but in north africa where french is the most common language typed using the roman characters the arabic keyboards are azerty
",arabic keyboards allow typing roman characters example url web browser arabic keyboard arabic roman characters marked keys usually roman characters arabic keyboard conform qwerty layout north africa french common language typed roman characters arabic keyboards azerty,7.37,"arabic,keyboards,allow,typing,roman,characters,example,url,web,browser,arabic,keyboard,arabic,roman,characters,marked,keys,usually,roman,characters,arabic,keyboard,conform,qwerty,layout,north,africa,french,common,language,typed,roman,characters,arabic,keyboards,azerty",0.00,arabic
"to encode a particular written form of a character there are extra code points provided in unicode which can be used to express the exact written form desired the range arabic presentation forms a  contain ligatures while the range arabic presentation forms b  contains the positional variants these effects are better achieved in unicode by using the zero width joiner and zero width non joiner as these presentation forms are deprecated in unicode and should generally only be used within the internals of text rendering software when using unicode as an intermediate form for conversion between character encodings or for backwards compatibility with implementations that rely on the hard coding of glyph forms
",encode particular written form character extra code points provided unicode express exact written form desired range arabic presentation forms contain ligatures range arabic presentation forms b contains positional variants effects better achieved unicode zero width joiner zero width non joiner presentation forms deprecated unicode generally internals text rendering software unicode intermediate form conversion character encodings backwards compatibility implementations rely hard coding glyph forms,7.00,"encode,particular,written,form,character,extra,code,points,provided,unicode,express,exact,written,form,desired,range,arabic,presentation,forms,contain,ligatures,range,arabic,presentation,forms,b,contains,positional,variants,effects,better,achieved,unicode,zero,width,joiner,zero,width,non,joiner,presentation,forms,deprecated,unicode,generally,internals,text,rendering,software,unicode,intermediate,form,conversion,character,encodings,backwards,compatibility,implementations,rely,hard,coding,glyph,forms",0.00,arabic
"finally the unicode encoding of arabic is in logical order that is the characters are entered and stored in computer memory in the order that they are written and pronounced without worrying about the direction in which they will be displayed on paper or on the screen again it is left to the rendering engine to present the characters in the correct direction using unicodes bi directional text features in this regard if the arabic words on this page are written left to right it is an indication that the unicode rendering engine used to display them is out of date
",finally unicode encoding arabic logical order characters entered stored computer memory order written pronounced worrying direction displayed paper screen left rendering engine present characters correct direction unicodes bi directional text features regard arabic words page written left right indication unicode rendering engine display date,10.02,"finally,unicode,encoding,arabic,logical,order,characters,entered,stored,computer,memory,order,written,pronounced,worrying,direction,displayed,paper,screen,left,rendering,engine,present,characters,correct,direction,unicodes,bi,directional,text,features,regard,arabic,words,page,written,left,right,indication,unicode,rendering,engine,display,date",0.00,arabic
"there are competing online tools for example yamli editor which allow entry of arabic letters without having arabic support installed on a pc and without knowledge of the layout of the arabic keyboard
",competing online tools example yamli editor allow entry arabic letters arabic support installed pc knowledge layout arabic keyboard,7.46,"competing,online,tools,example,yamli,editor,allow,entry,arabic,letters,arabic,support,installed,pc,knowledge,layout,arabic,keyboard",0.00,arabic
"the first software program of its kind in the world that identifies arabic handwriting in real time was developed by researchers at ben gurion university 
",software program kind world identifies arabic handwriting real time developed researchers ben gurion university,7.10,"software,program,kind,world,identifies,arabic,handwriting,real,time,developed,researchers,ben,gurion,university",0.00,arabic
"the prototype enables the user to write arabic words by hand on an electronic screen which then analyzes the text and translates it into printed arabic letters in a thousandth of a second the error rate is less than three percent according to dr jihad el sana from bgus department of computer sciences who developed the system along with masters degree student fadi biadsy
",prototype enables user write arabic words hand electronic screen analyzes text translates printed arabic letters thousandth second error rate percent according dr jihad el sana bgus department computer sciences developed system masters degree student fadi biadsy,7.51,"prototype,enables,user,write,arabic,words,hand,electronic,screen,analyzes,text,translates,printed,arabic,letters,thousandth,second,error,rate,percent,according,dr,jihad,el,sana,bgus,department,computer,sciences,developed,system,masters,degree,student,fadi,biadsy",0.00,arabic
"this article contains major sections of text from the very detailed article arabic alphabet from the french wikipedia which has been partially translated into english further translation of that page and its incorporation into the text here are welcomed
",article contains major sections text detailed article arabic alphabet french wikipedia partially translated english translation page incorporation text welcomed,7.87,"article,contains,major,sections,text,detailed,article,arabic,alphabet,french,wikipedia,partially,translated,english,translation,page,incorporation,text,welcomed",0.00,arabic
