Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
"furthermore estadio sportivo barracas is also considered a memorable venue for argentina the stadium was commonly used by argentina from  to  playing at the stadium for la albiceleste on  october  forward cesreo onzari scored directly from a corner kick the first such incident in football when argentina beat uruguay  such goals are now often referred as olympic goals due to the fact that argentina had just won the  olympic title sportivo barracas was later demolished after 
",furthermore estadio sportivo barracas considered memorable venue argentina stadium commonly argentina playing stadium la albiceleste october forward cesreo onzari scored directly corner kick incident football argentina beat uruguay goals referred olympic goals fact argentina olympic title sportivo barracas later demolished,7.52,"furthermore,estadio,sportivo,barracas,considered,memorable,venue,argentina,stadium,commonly,argentina,playing,stadium,la,albiceleste,october,forward,cesreo,onzari,scored,directly,corner,kick,incident,football,argentina,beat,uruguay,goals,referred,olympic,goals,fact,argentina,olympic,title,sportivo,barracas,later,demolished",0.00,argentina
"the first kit ever worn by argentina in their official debut against uruguay in  included a light blue shirt on  july  argentina debuted a shirt with light blue vertical stripes on a white jersey which they used when they played a side formed of liga paulista players at veldromo paulistano they used the jersey in an official game against uruguay on  september  and the striped jersey has remained as the definitive kit for argentina ever since then the teams away kits have been in dark blue shades with the colours of shorts and socks varying from time to time
",kit worn argentina official debut uruguay included light blue shirt july argentina debuted shirt light blue vertical stripes white jersey played formed liga paulista players veldromo paulistano jersey official game uruguay september striped jersey remained definitive kit argentina teams away kits dark blue shades colours shorts socks varying time time,8.69,"kit,worn,argentina,official,debut,uruguay,included,light,blue,shirt,july,argentina,debuted,shirt,light,blue,vertical,stripes,white,jersey,played,formed,liga,paulista,players,veldromo,paulistano,jersey,official,game,uruguay,september,striped,jersey,remained,definitive,kit,argentina,teams,away,kits,dark,blue,shades,colours,shorts,socks,varying,time,time",0.00,argentina
"argentina has also sported other kits on  june  in rio de janeiro playing against brazil argentina wore a light blue kit similar to that of uruguay out of respect for roberto chery a substitute goalkeeper for uruguay who had collapsed and died during a match against chile at the  south american championship the game between argentina and brazil was organised by the brazilian football confederation for the benefit of cherys relatives at the  world cup argentina wore the yellow jersey of swedish club ifk malm against west germany as the team had arrived in sweden without an away kit
",argentina sported kits june rio de janeiro playing brazil argentina wore light blue kit similar uruguay respect roberto chery substitute goalkeeper uruguay collapsed died match chile south american championship game argentina brazil organised brazilian football confederation benefit cherys relatives world cup argentina wore yellow jersey swedish club ifk malm west germany team arrived sweden away kit,7.31,"argentina,sported,kits,june,rio,de,janeiro,playing,brazil,argentina,wore,light,blue,kit,similar,uruguay,respect,roberto,chery,substitute,goalkeeper,uruguay,collapsed,died,match,chile,south,american,championship,game,argentina,brazil,organised,brazilian,football,confederation,benefit,cherys,relatives,world,cup,argentina,wore,yellow,jersey,swedish,club,ifk,malm,west,germany,team,arrived,sweden,away,kit",0.00,argentina
"at the  world cup in mexico the then manager carlos bilardo asked the teams kit supplier le coq sportif for lighter blue shirts for their quarter final against england in three days but they could not be provided then a member of the coaching staff scoured the shops of mexico city for  plain shirts which were transformed with an improvised version of the afa emblem embroidered on to the shirts and silvery american football numbers ironed to the backs sporting the makeshift jerseys argentina beat england on  june with diego maradona scoring his famous hand of god goal afterwards the shirt became a symbol of the occasion and an important collectors item
",world cup mexico manager carlos bilardo asked teams kit supplier le coq sportif lighter blue shirts quarter final england days provided member coaching staff scoured shops mexico city plain shirts transformed improvised version afa emblem embroidered shirts silvery american football numbers ironed backs sporting makeshift jerseys argentina beat england june diego maradona scoring famous hand god goal shirt symbol occasion important collectors item,7.42,"world,cup,mexico,manager,carlos,bilardo,asked,teams,kit,supplier,le,coq,sportif,lighter,blue,shirts,quarter,final,england,days,provided,member,coaching,staff,scoured,shops,mexico,city,plain,shirts,transformed,improvised,version,afa,emblem,embroidered,shirts,silvery,american,football,numbers,ironed,backs,sporting,makeshift,jerseys,argentina,beat,england,june,diego,maradona,scoring,famous,hand,god,goal,shirt,symbol,occasion,important,collectors,item",0.00,argentina
"at the  world cup in russia argentina debuted a black away kit and at the  fifa world cup in qatar they wore a purple away kit in a competitive game for the first time
",world cup russia argentina debuted black away kit fifa world cup qatar wore purple away kit competitive game time,8.93,"world,cup,russia,argentina,debuted,black,away,kit,fifa,world,cup,qatar,wore,purple,away,kit,competitive,game,time",0.00,argentina
"argentina has used the logo of the argentine football association as its emblem since it was first worn at the  world cup in sweden the logo was added to the teams jackets but not the shirts the emblem was not used on jerseys until  november  when argentina played the soviet union at estadio monumental at the beginning the crest used did not include a laurel wreath which was first added for the  world cup
",argentina logo argentine football association emblem worn world cup sweden logo added teams jackets shirts emblem jerseys november argentina played soviet union estadio monumental beginning crest include laurel wreath added world cup,10.27,"argentina,logo,argentine,football,association,emblem,worn,world,cup,sweden,logo,added,teams,jackets,shirts,emblem,jerseys,november,argentina,played,soviet,union,estadio,monumental,beginning,crest,include,laurel,wreath,added,world,cup",0.00,argentina
"as a common practice two stars were added above the crest in  symbolising argentinas world cup titles in  and  in  a third star was added after argentina were crowned world champions for the third time
",common practice stars added crest symbolising argentinas world cup titles star added argentina crowned world champions time,8.91,"common,practice,stars,added,crest,symbolising,argentinas,world,cup,titles,star,added,argentina,crowned,world,champions,time",0.00,argentina
"the world cup golden ball has been given by fifa to the best player at the world cup since  argentina players have won it thrice maradona in  and messi in  and 
",world cup golden ball given fifa best player world cup argentina players thrice maradona messi,9.94,"world,cup,golden,ball,given,fifa,best,player,world,cup,argentina,players,thrice,maradona,messi",0.00,argentina
"below is a result summary of all matches argentina has played against fifa recognised teams
",result summary matches argentina played fifa recognised teams,7.61,"result,summary,matches,argentina,played,fifa,recognised,teams",0.00,argentina
"argentina and brazil have a strong rivalry which is one of the oldest in south america games between the two teams even those that are only friendly matches are often marked by notable and controversial incidents the rivalry has also been referred to as the battle of the americas fifa has described it as the essence of football rivalry cnn ranked it second on their top  list of international football rivalriesonly below the older englandscotland football rivalry
",argentina brazil strong rivalry oldest south america games teams friendly matches marked notable controversial incidents rivalry referred battle americas fifa described essence football rivalry cnn ranked second list international football rivalriesonly older englandscotland football rivalry,8.99,"argentina,brazil,strong,rivalry,oldest,south,america,games,teams,friendly,matches,marked,notable,controversial,incidents,rivalry,referred,battle,americas,fifa,described,essence,football,rivalry,cnn,ranked,second,list,international,football,rivalriesonly,older,englandscotland,football,rivalry",0.00,argentina
"with a rivalry stemming from the  world cup and intensified by the falklands war of  argentina and england have had numerous confrontations in world cup tournaments among them was the quarter final match in  where diego maradona scored two goals against england the first was a handball but was ruled legal by the referee the second scored minutes later saw maradona passing five england outfield players before scoring and is often described as one of the greatest goals in football history
",rivalry stemming world cup intensified falklands war argentina england numerous confrontations world cup tournaments quarter final match diego maradona scored goals england handball ruled legal referee second scored minutes later saw maradona passing england outfield players scoring described greatest goals football history,7.93,"rivalry,stemming,world,cup,intensified,falklands,war,argentina,england,numerous,confrontations,world,cup,tournaments,quarter,final,match,diego,maradona,scored,goals,england,handball,ruled,legal,referee,second,scored,minutes,later,saw,maradona,passing,england,outfield,players,scoring,described,greatest,goals,football,history",0.00,argentina
"the nations were paired together in the round of  at the  fifa world cup won by argentina on penalties and again at the group stage in  england winning  through a penalty by david beckham who had been sent off in the tie four years earlier
",nations paired round fifa world cup argentina penalties group stage england winning penalty david beckham sent tie years earlier,10.83,"nations,paired,round,fifa,world,cup,argentina,penalties,group,stage,england,winning,penalty,david,beckham,sent,tie,years,earlier",0.00,argentina
"argentina has played germany in seven fifa world cup matches including three fifa world cup finals in  argentina won  but in  it was the germans who were the victors by a  scoreline
",argentina played germany seven fifa world cup matches including fifa world cup finals argentina germans victors scoreline,8.24,"argentina,played,germany,seven,fifa,world,cup,matches,including,fifa,world,cup,finals,argentina,germans,victors,scoreline",0.00,argentina
"in  they met for the first time in the group stage where argentina suffered a  loss to defending champions west germany in  both again faced each other in the group stage which ended in a scoreless draw in  they met in the quarter finals argentina lost on penalties after a  draw which was followed by a brawl on the pitch involving several players they met again at the same stage in  this time ending with a  victory for germany they played each other for the third consecutive world cup in the brazil  events final where argentina was defeated in extra time by a score of 
",met time group stage argentina suffered loss defending champions west germany faced group stage ended scoreless draw met quarter finals argentina lost penalties draw followed brawl pitch involving players met stage time ending victory germany played consecutive world cup brazil events final argentina defeated extra time score,10.07,"met,time,group,stage,argentina,suffered,loss,defending,champions,west,germany,faced,group,stage,ended,scoreless,draw,met,quarter,finals,argentina,lost,penalties,draw,followed,brawl,pitch,involving,players,met,stage,time,ending,victory,germany,played,consecutive,world,cup,brazil,events,final,argentina,defeated,extra,time,score",0.00,argentina
"argentina has a long standing rivalry with its neighbour that came into existence from the early south american championships the  summer olympics and the first world cup final held in 
",argentina long standing rivalry neighbour came existence early south american championships summer olympics world cup final held,6.99,"argentina,long,standing,rivalry,neighbour,came,existence,early,south,american,championships,summer,olympics,world,cup,final,held",0.00,argentina
"argentina and uruguay hold the record for most international matches played between two countries the two teams have faced each other  times since  the first match between argentina and uruguay was also the first official international match to be played outside the united kingdomnote 
",argentina uruguay hold record international matches played countries teams faced times match argentina uruguay official international match played outside united kingdomnote,8.01,"argentina,uruguay,hold,record,international,matches,played,countries,teams,faced,times,match,argentina,uruguay,official,international,match,played,outside,united,kingdomnote",0.00,argentina
"although the first official match between both nations came in the  fifa world cup where argentina beat mexico  on group stage the rivalry emerged during the late twentieth century especially after the  copa amrica final where argentina beat mexico  that was the first time a non conmebol nation played in a copa amrica final and the first final played between both sides
",official match nations came fifa world cup argentina beat mexico group stage rivalry emerged late twentieth century especially copa amrica final argentina beat mexico time non conmebol nation played copa amrica final final played sides,7.26,"official,match,nations,came,fifa,world,cup,argentina,beat,mexico,group,stage,rivalry,emerged,late,twentieth,century,especially,copa,amrica,final,argentina,beat,mexico,time,non,conmebol,nation,played,copa,amrica,final,final,played,sides",0.00,argentina
"during the  fifa world cup held in qatar some mexican and argentine fans had a fight in doha prior to the match between both sides among great animosity both supporters fought again inside lusail stadium after the match that argentina won  giving argentina a chance to qualify and forcing mexico to win against saudi arabia to qualify which ended with argentina and poland qualifying and mexico being eliminated alongside saudi arabia
",fifa world cup held qatar mexican argentine fans fight doha prior match sides great animosity supporters fought inside lusail stadium match argentina giving argentina chance qualify forcing mexico win saudi arabia qualify ended argentina poland qualifying mexico eliminated alongside saudi arabia,6.90,"fifa,world,cup,held,qatar,mexican,argentine,fans,fight,doha,prior,match,sides,great,animosity,supporters,fought,inside,lusail,stadium,match,argentina,giving,argentina,chance,qualify,forcing,mexico,win,saudi,arabia,qualify,ended,argentina,poland,qualifying,mexico,eliminated,alongside,saudi,arabia",0.00,argentina
"a minor rivalry developed from the s between argentina and nigeria based not on geographical proximity long term battles for honours or factors outside football but due to the frequency of significant matches between them this has included five world cup group games all won by argentina by a single goal margin  in   in   in   in  and  in  the fixture is the most common in the competitions history involving an african nation and has occurred in five of the six tournaments for which nigeria has qualified the sides also met in the  king fahd cup  as champions of their respective continents drawing 
",minor rivalry developed argentina nigeria based geographical proximity long term battles honours factors outside football frequency significant matches included world cup group games argentina single goal margin fixture common competitions history involving african nation occurred tournaments nigeria qualified sides met king fahd cup champions respective continents drawing,9.12,"minor,rivalry,developed,argentina,nigeria,based,geographical,proximity,long,term,battles,honours,factors,outside,football,frequency,significant,matches,included,world,cup,group,games,argentina,single,goal,margin,fixture,common,competitions,history,involving,african,nation,occurred,tournaments,nigeria,qualified,sides,met,king,fahd,cup,champions,respective,continents,drawing",0.00,argentina
"below full international level their olympic teams also faced off in the gold medal match in   and   the final of the  fifa world youth championship was also played between them both argentina goals in their  win were scored by lionel messi who would go on to find the net for the senior team in the  and  world cup fixtures
",international level olympic teams faced gold medal match final fifa world youth championship played argentina goals win scored lionel messi find net senior team world cup fixtures,9.85,"international,level,olympic,teams,faced,gold,medal,match,final,fifa,world,youth,championship,played,argentina,goals,win,scored,lionel,messi,find,net,senior,team,world,cup,fixtures",0.00,argentina
"the sense of rivalry is more keenly felt on the nigerian side as argentina has won almost all of their encounters so they do not consider nigeria as big of a rival as brazil england or germany in contrast to the west africans who remain keen to finally overcome a more illustrious foe
",sense rivalry keenly felt nigerian argentina encounters consider nigeria big rival brazil england germany contrast west africans remain keen finally overcome illustrious foe,10.53,"sense,rivalry,keenly,felt,nigerian,argentina,encounters,consider,nigeria,big,rival,brazil,england,germany,contrast,west,africans,remain,keen,finally,overcome,illustrious,foe",0.00,argentina
